"Fecha","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted","Año","Año2g","Mes_num","Mes_txt","Mes_txt2","Dia_num","Dia_año","Dia_txt","Dia_txt2","Semana_D","Semana_L","Trimestre","TrimestreQ"
2024-10-11,73.4899978637695,73.5999984741211,72.1220016479492,72.2789993286133,22995000,72.2789993286133,"2024","24","10","octubre","oct.","11","285","viernes","vie.","40","41",4,2024 Q4
2024-10-14,72.5,72.6620025634766,71.1309967041016,71.3000030517578,27971000,71.3000030517578,"2024","24","10","octubre","oct.","14","288","lunes","lun.","41","42",4,2024 Q4
2024-10-15,71.2509994506836,71.3399963378906,69.9779968261719,70.5979995727539,29328000,70.5979995727539,"2024","24","10","octubre","oct.","15","289","martes","mar.","41","42",4,2024 Q4
2024-10-16,70.3430023193359,70.5589981079102,69.7819976806641,70.1999969482422,24943000,70.1999969482422,"2024","24","10","octubre","oct.","16","290","miércoles","mié.","41","42",4,2024 Q4
2024-10-17,70.4349975585938,70.4410018920898,67.7880020141602,68.7649993896484,89267000,68.7649993896484,"2024","24","10","octubre","oct.","17","291","jueves","jue.","41","42",4,2024 Q4
2024-10-18,73.7639999389648,76.6279983520508,73.6230010986328,76.3889999389648,159741000,76.3889999389648,"2024","24","10","octubre","oct.","18","292","viernes","vie.","41","42",4,2024 Q4
2024-10-21,76.5759963989258,77.3000030517578,75.6600036621094,77.2070007324219,60571000,77.2070007324219,"2024","24","10","octubre","oct.","21","295","lunes","lun.","42","43",4,2024 Q4
2024-10-22,76.5270004272461,76.9700012207031,76.1119995117188,76.4240036010742,29873000,76.4240036010742,"2024","24","10","octubre","oct.","22","296","martes","mar.","42","43",4,2024 Q4
2024-10-23,76.2829971313477,76.3789978027344,74.4260025024414,74.9290008544922,37490000,74.9290008544922,"2024","24","10","octubre","oct.","23","297","miércoles","mié.","42","43",4,2024 Q4
2024-10-24,75.1969985961914,75.5820007324219,74.625,75.4550018310547,26430000,75.4550018310547,"2024","24","10","octubre","oct.","24","298","jueves","jue.","42","43",4,2024 Q4
2024-10-25,75.6169967651367,76.8499984741211,75.3529968261719,75.4680023193359,28195000,75.4680023193359,"2024","24","10","octubre","oct.","25","299","viernes","vie.","42","43",4,2024 Q4
2024-10-28,75.8679962158203,75.8679962158203,74.7880020141602,74.9120025634766,28624000,74.9120025634766,"2024","24","10","octubre","oct.","28","302","lunes","lun.","43","44",4,2024 Q4
2024-10-29,75.1129989624023,76.3880004882812,74.8010025024414,75.9440002441406,36604000,75.9440002441406,"2024","24","10","octubre","oct.","29","303","martes","mar.","43","44",4,2024 Q4
